編號,案類,發生(現)日期,發生時段,發生(現)地點
806,住宅竊盜,1050411,19~21,台北市內湖區成功路三段91~120號
807,住宅竊盜,1050413,19~21,台北市士林區福華里12鄰承德路四段40巷121~150號
808,住宅竊盜,1050414,01~03,台北市中山區松江路37巷1~30號
809,住宅竊盜,1050414,01~03,台北市松山區寶清街1~30號
810,住宅竊盜,1050414,19~21,台北市士林區社子里中正路601~630號
811,住宅竊盜,1050415,10~12,台北市大安區古風里師大路31~60號
812,住宅竊盜,1050415,10~12,台北市大安區光信里光復南路451 ~ 480號
813,住宅竊盜,1050416,01~03,台北市士林區聖山里15鄰德行東路190巷6弄1~30號
814,住宅竊盜,1050416,07~09,台北市北投區湖山里紗帽路1~30號
815,住宅竊盜,1050416,22~24,台北市中正區永昌里汀州路一段242巷1~30號
816,住宅竊盜,1050418,22~24,台北市中正區永功里汀州路1段312巷1 ~ 30號
817,住宅竊盜,1050419,01~03,台北市中正區永昌里汀州路一段211~240號
818,住宅竊盜,1050419,19~21,台北市文山區萬盛里羅斯福路五段53巷1~30號
819,住宅竊盜,1050419,19~21,台北市大同區永樂里民樂街1~30號
820,住宅竊盜,1050419,19~21,台北市北投區永明里立農街二段202巷2弄1~30號
821,住宅竊盜,1050419,22~24,台北市內湖區內湖路一段91巷1~30號
822,住宅竊盜,1050420,19~21,台北市中正區永昌里汀州路一段242巷1~30號
823,住宅竊盜,1050421,01~03,台北市中山區民權東路二段135巷1~30號
824,住宅竊盜,1050421,16~18,台北市北投區永和里行義路140巷1~30號
825,住宅竊盜,1050423,04~06,台北市北投區文化里文化三路61~90號
826,住宅竊盜,1050424,04~06,台北市中正區頂東里晉江街124巷8弄1~30號
827,住宅竊盜,1050424,07~09,台北市南港區百福里福德街339巷5弄1 ~ 30號
828,住宅竊盜,1050424,10~12,台北市信義區六藝里永吉路180巷70弄1 ~ 30號
829,住宅竊盜,1050425,04~06,台北市中山區農安街1 ~ 30號
830,住宅竊盜,1050425,10~12,台北市大安區仁愛里大安路一段106巷1~30號
831,住宅竊盜,1050425,10~12,台北市萬華區環河南路2段271 ~ 300號
832,住宅竊盜,1050425,22~24,台北市松山區慶城街31~60號
833,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號
834,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號
835,住宅竊盜,1050426,04~06,台北市萬華區萬大路277巷31~60號
836,住宅竊盜,1050426,13~15,台北市中山區吉林路161巷1~30號
837,住宅竊盜,1050427,04~06,台北市信義區大道里忠孝東路五段790巷25弄1~30號
838,住宅竊盜,1050427,04~06,台北市中山區林森北路119巷31~60號
839,住宅竊盜,1050427,07~09,台北市內湖區行善路361~390號
840,住宅竊盜,1050427,13~15,台北市大同區玉泉里忠孝西路二段1~30號
841,住宅竊盜,1050427,16~18,台北市大安區仁愛里大安路一段96巷1~30號
842,住宅竊盜,1050427,16~18,台北市南港區重陽里向陽路258巷
843,住宅竊盜,1050429,19~21,台北市中正區永昌里中華路二段381巷1~30號
844,住宅竊盜,1050430,10~12,台北市大同區斯文里承德路三段61~90號
845,住宅竊盜,1050501,10~12,台北市大安區臥龍街151~180號
846,住宅竊盜,1050501,22~24,台北市大安區正聲里03鄰光復南路260巷31~60號
847,住宅竊盜,1050502,10~12,台北市大同區朝陽里南京西路344巷31~60號
848,住宅竊盜,1050502,13~15,台北市松山區敦化北路145巷18弄1~30號
849,住宅竊盜,1050503,19~21,台北市大安區敦煌里信義路四段265巷20弄1~30號
850,住宅竊盜,1050505,13~15,台北市大同區斯文里承德路三段61~90號
851,住宅竊盜,1050506,01~03,台北市南港區東新里興南街64巷26弄1 ~ 30號
852,住宅竊盜,1050508,07~09,台北市大同區星明里太原路175巷1~30號
853,住宅竊盜,1050508,07~09,台北市內湖區安泰街31~60號
854,住宅竊盜,1050508,19~21,台北市大安區龍圖里建國南路2段79巷1 ~ 30號
855,住宅竊盜,1050509,19~21,台北市中山區大直街52巷1~30號
856,住宅竊盜,1050510,13~15,台北市士林區舊佳里11鄰前街61~90號
857,住宅竊盜,1050510,19~21,台北市萬華區萬大路71巷31~60號
858,住宅竊盜,1050511,22~24,台北市大安區光信里仁愛路四段408巷1~30號
859,住宅竊盜,1050512,01~03,台北市大安區建倫里忠孝東路4段170巷17弄1 ~ 30號
860,住宅竊盜,1050512,10~12,台北市文山區忠順里014鄰興隆路4段145巷83弄1 ~ 30號
861,住宅竊盜,1050512,16~18,台北市文山區興家里27鄰興隆路三段185巷7弄1~30號
862,住宅竊盜,1050513,07~09,台北市中山區新生北路二段61~90號
863,住宅竊盜,1050513,16~18,台北市大安區住安里信義路四段1~30號
864,住宅竊盜,1050513,16~18,台北市萬華區西園路二段241~270號
865,住宅竊盜,1050513,16~18,台北市萬華區青年路152巷1~30號
866,住宅竊盜,1050513,22~24,台北市萬華區中華路二段416巷61~90號
867,住宅竊盜,1050514,13~15,台北市士林區天和里天母東路107巷1~30號
868,住宅竊盜,1050515,01~03,台北市中正區龍光里和平西路二段1~30號
869,住宅竊盜,1050515,10~12,台北市中山區新生北路二段91~120號
870,住宅竊盜,1050515,19~21,台北市大同區鄰江里酒泉街241~270號
871,住宅竊盜,1050518,19~21,台北市萬華區康定路278巷17弄
872,住宅竊盜,1050520,01~03,台北市內湖區內溝里康樂街201巷1~30號
873,住宅竊盜,1050520,16~18,台北市萬華區寶興街80巷31~60號
874,住宅竊盜,1050521,04~06,台北市北投區開明里翠雲街26巷1~30號
875,住宅竊盜,1050521,04~06,台北市中山區民權東路二段135巷1~30號
876,住宅竊盜,1050522,07~09,台北市大同區保安里哈密街59巷38弄31~60號
877,住宅竊盜,1050522,13~15,台北市士林區福志里幸福街5巷1~30號
878,住宅竊盜,1050524,13~15,台北市內湖區港富里13鄰港墘路37巷1~30號
879,住宅竊盜,1050526,16~18,台北市北投區永和里行義路241~270號
880,住宅竊盜,1050528,22~24,台北市文山區木新里15鄰木新路二段66巷1~30號
881,住宅竊盜,1050530,10~12,台北市南港區鴻福里玉成街235巷23弄1 ~ 30號
882,住宅竊盜,1050530,13~15,台北市大安區臨江里通化街39巷50弄1~30號
883,住宅竊盜,1050531,01~03,台北市南港區東新里興南街61~90號
884,住宅竊盜,1050601,13~15,台北市北投區東華里立農街2段151~180號
885,住宅竊盜,1050601,13~15,台北市內湖區內湖路一段411巷90弄1~30號
886,住宅竊盜,1050602,13~15,台北市士林區福華里承德路四段40巷1~30號
887,住宅竊盜,1050603,13~15,台北市大安區法治里樂利路11巷1~30號
888,住宅竊盜,1050603,13~15,台北市文山區景行里21鄰景興路238巷1~30號
889,住宅竊盜,1050604,07~09,台北市中正區黎明里重慶南路1段1 ~ 30號
890,住宅竊盜,1050604,10~12,台北市松山區新中街6巷1 ~ 30號
891,住宅竊盜,1050605,07~09,台北市士林區葫東里葫東街1~30號
892,住宅竊盜,1050605,22~24,台北市信義區安康里松勇路31~60號
893,住宅竊盜,1050606,01~03,台北市大同區至聖里重慶北路三段223巷31~60號
894,住宅竊盜,1050606,04~06,台北市文山區興豐里景豐街48巷11弄1~30號
895,住宅竊盜,1050606,07~09,台北市士林區三玉里忠誠路二段76巷1~30號
896,住宅竊盜,1050606,10~12,台北市士林區延平北路五段136巷31~60號
897,住宅竊盜,1050608,13~15,台北市北投區永和里行義路17巷1 ~ 30號
898,住宅竊盜,1050609,07~09,台北市內湖區康樂街136巷29弄31~60號
899,住宅竊盜,1050609,13~15,台北市大安區住安里四維路124巷1~30號
900,住宅竊盜,1050609,22~24,台北市北投區東華里立農街二段151~180號
901,住宅竊盜,1050609,22~24,台北市北投區東華里立農街2段151 ~ 180號
902,住宅竊盜,1050610,13~15,台北市萬華區大理街160巷11弄1~30號
903,住宅竊盜,1050611,10~12,台北市中正區忠勤里惠安街31~60號
904,住宅竊盜,1050611,13~15,台北市文山區樟林里014鄰木新路3段241 ~ 270號
905,住宅竊盜,1050612,04~06,台北市北投區智仁里中和街507巷6弄1~30號
906,住宅竊盜,1050612,16~18,台北市士林區蘭興里克強路10巷4弄1~30號
907,住宅竊盜,1050613,16~18,台北市文山區景慶里溪口街31~60號
908,住宅竊盜,1050613,16~18,台北市北投區永欣里石牌路二段331巷1~30號
909,住宅竊盜,1050614,01~03,台北市北投區中庸里大同街208巷1~30號
910,住宅竊盜,1050614,01~03,台北市中正區新營里林森南路121~150號
911,住宅竊盜,1050614,19~21,台北市南港區南港里興中路61~90號
912,住宅竊盜,1050614,19~21,台北市南港區南港里興中路61 ~ 90號
913,住宅竊盜,1050615,07~09,台北市大安區龍雲里大安路二段151~180號
914,住宅竊盜,1050616,10~12,台北市文山區博嘉里010鄰和平東路四段361~390號
915,住宅竊盜,1050617,07~09,台北市南港區中研里研究院路二段2巷12弄1~30號
916,住宅竊盜,1050617,07~09,台北市南港區南港里興中路28巷31~60號
917,住宅竊盜,1050618,07~09,台北市士林區福志里與農路49巷1~30號
918,住宅竊盜,1050618,13~15,台北市北投區東華里立農街2段151 ~ 180號
919,住宅竊盜,1050619,07~09,台北市文山區華興里002鄰試院路144巷4弄1 ~ 30號
920,住宅竊盜,1050619,19~21,台北市北投區中央北路4段391 ~ 420號
921,住宅竊盜,1050620,19~21,台北市內湖區康寧路一段214巷1~30號
922,住宅竊盜,1050621,13~15,台北市大安區新龍里瑞安街208巷78弄1~30號
923,住宅竊盜,1050621,22~24,台北市大安區通化里信義路4段378巷1~30號
924,住宅竊盜,1050622,01~03,台北市中山區林森北路310巷1~30號
925,住宅竊盜,1050622,01~03,台北市中山區林森北路310巷1~30號
926,住宅竊盜,1050623,07~09,台北市大同區重慶北路3段271 ~ 300號
927,住宅竊盜,1050624,04~06,台北市萬華區西藏路181 ~ 210號
928,住宅竊盜,1050624,19~21,台北市內湖區康寧路三段75巷186弄121~150號
929,住宅竊盜,1050625,04~06,台北市內湖區行善路25巷40弄1~30號
930,住宅竊盜,1050625,07~09,台北市士林區聖山里忠誠路一段151~180號
931,住宅竊盜,1050625,10~12,台北市大安區敦安里信義路四段181~210號
932,住宅竊盜,1050626,01~03,台北市大安區通化里信義路4段378巷1 ~ 30號
933,住宅竊盜,1050628,16~18,台北市內湖區民權東路6段90巷5弄1 ~ 30號
934,住宅竊盜,1050629,10~12,台北市中正區富水里汀州路三段60巷2弄1~30號
935,住宅竊盜,1050629,13~15,台北市萬華區西園路二段241~270號
936,住宅竊盜,1050629,16~18,台北市士林區天母里15鄰天玉街81巷1~30號
937,住宅竊盜,1050630,16~18,台北市南港區舊莊里合順街8巷5弄1~30號
938,住宅竊盜,1050630,22~24,台北市中山區吉林路433項31 ~ 60號
939,住宅竊盜,1050701,01~03,台北市信義區大道里忠孝東路五段790巷62弄1~30號
940,住宅竊盜,1050701,04~06,台北市萬華區寶興街188巷1~30號
941,住宅竊盜,1050701,10~12,台北市萬華區大理街31 ~ 60號
942,住宅竊盜,1050701,13~15,台北市士林區菁山里9鄰菁山路99巷1~30號
943,住宅竊盜,1050702,07~09,台北市內湖區東湖路113巷1~30號
944,住宅竊盜,1050702,13~15,台北市大同區隆和里伊寧街61 ~ 90號
945,住宅竊盜,1050703,04~06,台北市大同區雙連里錦西街52巷1~30號
946,住宅竊盜,1050704,10~12,台北市北投區大興街24巷5弄1 ~ 30號
947,住宅竊盜,1050704,10~12,台北市萬華區長順街
948,住宅竊盜,1050704,10~12,台北市萬華區長順街91 ~ 120號
949,住宅竊盜,1050704,13~15,台北市信義區景新里莊敬路289巷1~30號
950,住宅竊盜,1050704,19~21,台北市中正區東門里信義路一段1~30號
951,住宅竊盜,1050705,04~06,台北市內湖區民權東路六段90巷15弄1~30號
952,住宅竊盜,1050705,07~09,台北市北投區湖田里竹子湖路1~30號
953,住宅竊盜,1050705,07~09,台北市士林區蘭興里克強路10巷9弄1 ~ 30號
954,住宅竊盜,1050705,07~09,台北市北投區湖田里竹子湖路1 ~ 30號
955,住宅竊盜,1050705,13~15,台北市萬華區西園路1段125巷1 ~ 30號
956,住宅竊盜,1050705,16~18,台北市中山區民生東路二段61~90號
957,住宅竊盜,1050706,01~03,台北市中山區龍江路457巷1 ~ 30號
958,住宅竊盜,1050706,04~06,台北市中山區龍江路391 ~ 420號
959,住宅竊盜,1050706,07~09,台北市士林區天和里中山北路七段190巷31~60號
960,住宅竊盜,1050707,13~15,台北市大安區和平東路三段61~90號
961,住宅竊盜,1050707,13~15,台北市南港區三重里園區街14巷1~30號
962,住宅竊盜,1050709,10~12,台北市大同區朝陽里天水路31~60號
963,住宅竊盜,1050710,10~12,台北市松山區敦化北路222巷1 ~ 30號
964,住宅竊盜,1050710,10~12,台北市松山區健康路391 ~ 420號
965,住宅竊盜,1050710,16~18,台北市北投區中央里中央南路二段91~120號
966,住宅竊盜,1050711,22~24,台北市北投區榮華里榮華二路1~30號
967,住宅竊盜,1050712,10~12,台北市士林區東山里1鄰德行東路397巷1~30號
968,住宅竊盜,1050713,01~03,台北市萬華區長沙街2段121 ~ 150號
969,住宅竊盜,1050713,01~03,台北市北投區湖山里湖山路2段91 ~ 120號
970,住宅竊盜,1050714,10~12,台北市南港區中研里研究院路二段12巷57弄61~90號
971,住宅竊盜,1050715,01~03,台北市松山區塔悠路186巷1 ~ 30號
972,住宅竊盜,1050716,22~24,台北市文山區萬祥里景明街61~90號
973,住宅竊盜,1050716,22~24,台北市大同區玉泉里延平北路1段66巷1 ~ 30號
974,住宅竊盜,1050717,10~12,台北市中山區中山北路三段55巷1~30號
975,住宅竊盜,1050719,22~24,台北市中山區龍江路37巷1 ~ 30號
976,住宅竊盜,1050720,01~03,台北市中正區板溪里牯嶺街91 ~ 120號
977,住宅竊盜,1050720,13~15,台北市大同區光能里南京西路61 ~ 90號
978,住宅竊盜,1050721,10~12,台北市北投區長安里溫泉路61~90號
979,住宅竊盜,1050721,19~21,台北市文山區萬美里027鄰萬寧街151~180號
980,住宅竊盜,1050722,01~03,台北市士林區菁山里菁山路121 ~ 150號
981,住宅竊盜,1050722,07~09,台北市內湖區潭美街211~240號
982,住宅竊盜,1050722,19~21,台北市中山區合江街58巷1~30號
983,住宅竊盜,1050723,22~24,台北市中正區愛國里中華路2段81巷1 ~ 30號
984,住宅竊盜,1050725,13~15,台北市松山區撫遠街300巷1 ~ 30號
985,住宅竊盜,1050726,19~21,台北市士林區永倫里5鄰社中街346巷2弄31~60號
986,住宅竊盜,1050727,01~03,台北市中山區民族東路410巷1~30號
987,住宅竊盜,1050727,01~03,台北市中山區龍江路394巷31~60號
988,住宅竊盜,1050727,16~18,台北市士林區公館里2鄰永公路340巷61~90號
989,住宅竊盜,1050728,07~09,台北市南港區成福里成福路121巷1~30號
990,住宅竊盜,1050728,22~24,台北市北投區石牌里致遠一路一段46巷21弄1~30號
991,住宅竊盜,1050729,01~03,台北市中山區民權東路2段1 ~ 30號
992,住宅竊盜,1050731,01~03,台北市大安區通化里信義路四段378巷1~30號
993,住宅竊盜,1050731,22~24,台北市信義區松光里林口街1 ~ 30號
994,住宅竊盜,1050731,22~24,台北市中正區水源里羅斯福路4段61 ~ 90號
995,住宅竊盜,1050801,10~12,台北市北投區公館路209巷38弄1 ~ 30號
996,住宅竊盜,1050801,16~18,台北市中山區新生北路3段1 ~ 30號
997,住宅竊盜,1050801,22~24,台北市內湖區內湖路一段301 ~ 330號
998,住宅竊盜,1050801,22~24,台北市北投區溫泉里溫泉路61 ~ 90號
999,住宅竊盜,1050802,04~06,台北市士林區天玉里5鄰天母北路1 ~ 30號
1000,住宅竊盜,1050802,04~06,台北市中山區撫順街1 ~ 30號
1001,住宅竊盜,1050805,04~06,台北市信義區三犁里松勤街140巷1 ~ 30號
1002,住宅竊盜,1050805,16~18,台北市北投區清江里清江路31 ~ 60號
1003,住宅竊盜,1050808,04~06,台北市南港區三重里新民街31 ~ 60號
1004,住宅竊盜,1050808,16~18,台北市北投區吉利里13鄰吉利街280巷27弄1 ~ 30號
1005,住宅竊盜,1050808,16~18,台北市北投區中庸里永興路1段1 ~ 30號
1006,住宅竊盜,1050808,16~18,台北市士林區永倫里永平街9巷1 ~ 30號
1007,住宅竊盜,1050809,07~09,台北市信義區景聯里基隆路2段79巷1 ~ 30號
1008,住宅竊盜,1050809,13~15,台北市中山區中山北路2段93巷1 ~ 30號
1009,住宅竊盜,1050809,19~21,台北市士林區社子里2鄰通河西街2段1 ~ 30號
1010,住宅竊盜,1050810,13~15,台北市大安區和安里建國南路1段301 ~ 330號
1011,住宅竊盜,1050810,16~18,台北市士林區天母里中山北路7段190巷31 ~ 60號
1012,住宅竊盜,1050810,16~18,台北市中山區民生東路3段91 ~ 120號
1013,住宅竊盜,1050810,19~21,台北市北投區關渡里大度路3段301巷150弄1 ~ 30號
1014,住宅竊盜,1050811,04~06,台北市南港區三重里新民街31 ~ 60號
1015,住宅竊盜,1050812,13~15,台北市北投區桃源里4鄰中央北路3段1 ~ 30號
1016,住宅竊盜,1050813,22~24,台北市內湖區江南街21巷1 ~ 30號
1017,住宅竊盜,1050814,10~12,台北市信義區正和里仁愛路4段511 ~ 540號
1018,住宅竊盜,1050815,10~12,台北市中山區合江街91 ~ 120號
1019,住宅竊盜,1050816,13~15,台北市士林區三玉里1鄰芝玉路2段20巷1 ~ 30號
1020,住宅竊盜,1050817,04~06,台北市中正區新營里金華街26之1 ~ 30號
1021,住宅竊盜,1050817,16~18,台北市文山區樟新里013鄰木新路3段243巷4弄1 ~ 30號
1022,住宅竊盜,1050818,13~15,台北市南港區新光里東新街180巷121 ~ 150號
1023,住宅竊盜,1050818,16~18,台北市士林區天山里12鄰中山北路7段14巷31弄1 ~ 30號
1024,住宅竊盜,1050819,01~03,台北市大安區法治里通化街180巷1 ~ 30號
1025,住宅竊盜,1050819,07~09,台北市內湖區東湖里康樂街48巷1 ~ 30號
1026,住宅竊盜,1050819,19~21,台北市士林區岩山里9鄰忠義路91巷1 ~ 30號
1027,住宅竊盜,1050821,16~18,台北市萬華區武成街101巷1 ~ 30號
1028,住宅竊盜,1050822,01~03,台北市南港區鴻福里玉成街235巷23弄1 ~ 30號
1029,住宅竊盜,1050822,13~15,台北市萬華區錦德里3鄰西園路2段261巷12弄1 ~ 30號
1030,住宅竊盜,1050822,13~15,台北市北投區永明里立農街2段202巷2弄1 ~ 30號
1031,住宅竊盜,1050823,07~09,台北市南港區中研里研究院路2段70巷17弄1 ~ 30號
1032,住宅竊盜,1050824,01~03,台北市中正區光復里重慶南路1段46巷1 ~ 30號
1033,住宅竊盜,1050824,04~06,台北市士林區翠山里中社路1段11巷91 ~ 120號
1034,住宅竊盜,1050824,13~15,台北市北投區中和街474巷1 ~ 30號
1035,住宅竊盜,1050826,04~06,台北市中山區林森北路271 ~ 300號
1036,住宅竊盜,1050826,07~09,台北市內湖區明湖里4鄰康寧路3段165巷23弄1 ~ 30號
1037,住宅竊盜,1050826,19~21,台北市大同區至聖里酒泉街61 ~ 90號
1038,住宅竊盜,1050827,04~06,台北市大安區法治里9鄰通化街182巷1 ~ 30號
1039,住宅竊盜,1050827,22~24,台北市內湖區成功路5段61 ~ 90號
1040,住宅竊盜,1050828,01~03,台北市內湖區成功路2段486巷1 ~ 30號
1041,住宅竊盜,1050828,07~09,台北市信義區正和里仁愛路4段511 ~ 540號
1042,住宅竊盜,1050828,10~12,台北市大安區仁愛里仁愛路4段27巷31 ~ 60號
1043,住宅竊盜,1050829,04~06,台北市內湖區港墘路155巷7弄1 ~ 30號
1044,住宅竊盜,1050829,19~21,台北市內湖區康樂街193之1 ~ 30號
1045,住宅竊盜,1050829,22~24,台北市中正區光復里重慶南路1段46巷1 ~ 30號
1046,住宅竊盜,1050829,22~24,台北市松山區民族東路661 ~ 690號
1047,住宅竊盜,1050830,10~12,台北市信義區三犁里松勤街121 ~ 150號
1048,住宅竊盜,1050830,13~15,台北市中山區敬業三路151 ~ 180號
1049,住宅竊盜,1050831,13~15,台北市文山區景華里三福街4巷31 ~ 60號
1050,住宅竊盜,1050901,01~03,台北市北投區秀山里中和街502巷14弄1 ~ 30號
1051,住宅竊盜,1050901,07~09,台北市南港區九如里研究院路3段68巷1 ~ 30號
1052,住宅竊盜,1050901,07~09,台北市大安區民輝里新生南路1段103巷1 ~ 30號
1053,住宅竊盜,1050901,13~15,台北市信義區永春里中坡北路15巷1 ~ 30號
1054,住宅竊盜,1050902,07~09,台北市南港區百福里福德街339巷1弄1 ~ 30號
1055,住宅竊盜,1050902,07~09,台北市文山區木柵里018鄰秀明路1段61 ~ 90號
1056,住宅竊盜,1050902,19~21,台北市萬華區大理街160巷19弄1 ~ 30號
1057,住宅竊盜,1050903,01~03,台北市中山區龍江路377巷22之1 ~ 30號
1058,住宅竊盜,1050903,10~12,台北市中山區龍江路370巷31 ~ 60號
1059,住宅竊盜,1050904,10~12,台北市內湖區五分里23鄰康寧路3段265巷31 ~ 60號
1060,住宅竊盜,1050906,01~03,台北市內湖區民權東路6段90巷25弄31 ~ 60號
1061,住宅竊盜,1050906,13~15,台北市內湖區文德路210巷30弄61 ~ 90號
1062,住宅竊盜,1050908,10~12,台北市北投區致遠二路5巷1 ~ 30號
1063,住宅竊盜,1050909,01~03,台北市大安區通安里通化街162巷1 ~ 30號
1064,住宅竊盜,1050910,01~03,台北市大安區臨江里通化街171巷1 ~ 30號
1065,住宅竊盜,1050912,22~24,台北市內湖區內湖路2段179巷241 ~ 270號
1066,住宅竊盜,1050913,19~21,台北市大安區臨江里通化街123巷1 ~ 30號
1067,住宅竊盜,1050914,07~09,台北市文山區景美里萬慶街31 ~ 60號
1068,住宅竊盜,1050914,10~12,台北市士林區忠誠路2段21巷1 ~ 30號
1069,住宅竊盜,1050914,19~21,台北市南港區萬福里忠孝東路6段91 ~ 120號
1070,住宅竊盜,1050915,16~18,台北市信義區中行里福德街221巷181 ~ 210號
1071,住宅竊盜,1050917,19~21,台北市文山區華興里027鄰木柵路1段301 ~ 330號
1072,住宅竊盜,1050918,04~06,台北市內湖區蘆洲里5鄰安康路31 ~ 60號
1073,住宅竊盜,1050918,10~12,台北市信義區大道里大道路61 ~ 90號
1074,住宅竊盜,1050918,22~24,台北市士林區天壽里13鄰天母西路1 ~ 30號
1075,住宅竊盜,1050919,04~06,台北市文山區順興里010鄰木新路3段74巷1 ~ 30號
1076,住宅竊盜,1050919,07~09,台北市信義區長春里虎林街104巷140弄1 ~ 30號
1077,住宅竊盜,1050919,13~15,台北市北投區中央里中央南路2段6巷31 ~ 60號
1078,住宅竊盜,1050919,16~18,台北市中山區民族東路511 ~ 540號
1079,住宅竊盜,1050920,01~03,台北市大同區國順里環河北路2段233巷1 ~ 30號
1080,住宅竊盜,1050920,16~18,台北市南港區新富里富康街49巷1 ~ 30號
1081,住宅竊盜,1050920,19~21,台北市松山區撫遠街395巷1 ~ 30號
1082,住宅竊盜,1050921,01~03,台北市士林區福林里至善路1段138巷1 ~ 30號
1083,住宅竊盜,1050922,13~15,台北市大安區臨江里通化街39巷50弄31 ~ 60號
1084,住宅竊盜,1050922,22~24,台北市松山區市民大道4段301 ~ 330號
1085,住宅竊盜,1050923,01~03,台北市北投區關渡里關渡路61 ~ 90號
1086,住宅竊盜,1050923,01~03,台北市士林區後港里大南路428巷1 ~ 30號
1087,住宅竊盜,1050923,10~12,台北市大安區誠安里安東街1 ~ 30號
1088,住宅竊盜,1050924,13~15,台北市松山區市民大道4段301 ~ 330號
1089,住宅竊盜,1050925,16~18,台北市南港區中研里研究院路2段70巷1 ~ 30號
1090,住宅竊盜,1050925,19~21,台北市內湖區環山路1段136巷1 ~ 30號
1091,住宅竊盜,1050928,10~12,台北市南港區新光里昆陽街171巷3弄1 ~ 30號
1092,住宅竊盜,1050928,10~12,台北市大安區通安里信義路4段241 ~ 270號
1093,住宅竊盜,1050929,10~12,台北市北投區建民里文林北路94巷5弄1 ~ 30號
1094,住宅竊盜,1050930,16~18,台北市中正區螢圃里重慶南路3段83巷7弄1 ~ 30號
1095,住宅竊盜,1051001,04~06,台北市內湖區成功路4段323巷1弄1 ~ 30號
1096,住宅竊盜,1051001,19~21,台北市中正區龍光里重慶南路3段16巷1 ~ 30號
1097,住宅竊盜,1051002,07~09,台北市南港區鴻福里玉成街241 ~ 270號
1098,住宅竊盜,1051002,07~09,台北市南港區舊莊里舊莊街2段151 ~ 180號
1099,住宅竊盜,1051004,13~15,台北市萬華區和平西路3段382巷2弄1 ~ 30號
1100,住宅竊盜,1051004,16~18,台北市士林區永倫里7鄰永平街9巷8弄1 ~ 30號
1101,住宅竊盜,1051005,04~06,台北市信義區松智路1 ~ 30號
1102,住宅竊盜,1051006,01~03,台北市內湖區內湖路3段187巷1 ~ 30號
1103,住宅竊盜,1051006,04~06,台北市內湖區金瑞里5鄰內湖路3段187巷1 ~ 30號
1104,住宅竊盜,1051006,22~24,台北市中正區龍福里南昌路1段61 ~ 90號
1105,住宅竊盜,1051007,04~06,台北市大同區鄰江里延平北路4段31 ~ 60號
1106,住宅竊盜,1051007,10~12,台北市萬華區廣州街181 ~ 210號
1107,住宅竊盜,1051007,10~12,台北市松山區新東街20巷1 ~ 30號
1108,住宅竊盜,1051007,13~15,台北市中山區南京東路3段91 ~ 120號
1109,住宅竊盜,1051007,22~24,台北市士林區天和里9鄰中山北路7段14巷59弄1 ~ 30號
1110,住宅竊盜,1051008,13~15,台北市中山區民族東路391 ~ 420號
1111,住宅竊盜,1051009,04~06,台北市北投區中庸里大業路661 ~ 690號
1112,住宅竊盜,1051009,07~09,台北市中山區民族東路391 ~ 420號
1113,住宅竊盜,1051009,16~18,台北市北投區福興里致遠一路2段61 ~ 90號
1114,住宅竊盜,1051011,07~09,台北市中正區文盛里汀州路3段91 ~ 120號
1115,住宅竊盜,1051011,07~09,台北市信義區四育里虎林街30巷1 ~ 30號
1116,住宅竊盜,1051011,10~12,台北市萬華區青年路1 ~ 30號
1117,住宅竊盜,1051012,10~12,台北市萬華區康定路25巷35弄1 ~ 30號
1118,住宅竊盜,1051014,07~09,台北市北投區東華里致遠三路61 ~ 90號
1119,住宅竊盜,1051015,10~12,台北市內湖區康樂街48巷1 ~ 30號
1120,住宅竊盜,1051015,13~15,台北市中山區新生北路3段61 ~ 90號
1121,住宅竊盜,1051015,22~24,台北市文山區樟林里030鄰興隆路4段58巷16弄1 ~ 30號
1122,住宅竊盜,1051016,13~15,台北市內湖區金莊路61 ~ 90號
1123,住宅竊盜,1051016,22~24,台北市信義區忠孝東路5段790巷47弄1 ~ 30號
1124,住宅竊盜,1051017,07~09,台北市士林區福華里承德路4段40巷31 ~ 60號
1125,住宅竊盜,1051017,10~12,台北市萬華區和平西路3段302巷3弄31 ~ 60號
1126,住宅竊盜,1051017,13~15,台北市松山區健康路391 ~ 420號
1127,住宅竊盜,1051018,01~03,台北市信義區三張里松智路31巷1 ~ 30號
1128,住宅竊盜,1051018,10~12,台北市大安區光信里信義路4段265巷21弄1 ~ 30號
1129,住宅竊盜,1051018,19~21,台北市松山區光復南路46巷1 ~ 30號
1130,住宅竊盜,1051018,22~24,台北市大安區和安里建國南路1段331 ~ 360號
1131,住宅竊盜,1051019,01~03,台北市北投區文林里文林北路80巷60弄1 ~ 30號
1132,住宅竊盜,1051020,16~18,台北市士林區福林里中正路201巷31 ~ 60號
1133,住宅竊盜,1051020,22~24,台北市文山區順興里025鄰保儀路91 ~ 120號
1134,住宅竊盜,1051021,10~12,台北市士林區天和里14鄰中山北路7段114巷31 ~ 60號
1135,住宅竊盜,1051021,10~12,台北市中山區北安路630巷25弄1 ~ 30號
1136,住宅竊盜,1051022,22~24,台北市中山區中山北路1段135巷37之1 ~ 30號
1137,住宅竊盜,1051023,01~03,台北市信義區中坡里福德街221巷3弄1 ~ 30號
1138,住宅竊盜,1051023,07~09,台北市松山區八德路5段601 ~ 630號
